interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,ligand_symbol,receptor_symbol,ligand_ensembl,receptor_ensembl,interaction_symbol,interaction_ensembl
BMP2_BMPR1A_ACVR2A,BMP,Bmp2,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp2  - (Bmpr1a+Acvr2a),Bmp2,Bmpr1a&Acvr2a,ENSMUSG00000027358,ENSMUSG00000021796&ENSMUSG00000052155,Bmp2^Bmpr1a&Acvr2a,ENSMUSG00000027358^ENSMUSG00000021796&ENSMUSG00000052155
BMP2_BMPR1A_ACVR2B,BMP,Bmp2,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893265,Secreted Signaling,Bmp2  - (Bmpr1a+Acvr2b),Bmp2,Bmpr1a&Acvr2b,ENSMUSG00000027358,ENSMUSG00000021796&ENSMUSG00000061393,Bmp2^Bmpr1a&Acvr2b,ENSMUSG00000027358^ENSMUSG00000021796&ENSMUSG00000061393
BMP2_BMPR1A_BMPR2,BMP,Bmp2,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893266,Secreted Signaling,Bmp2  - (Bmpr1a+Bmpr2),Bmp2,Bmpr1a&Bmpr2,ENSMUSG00000027358,ENSMUSG00000021796&ENSMUSG00000067336,Bmp2^Bmpr1a&Bmpr2,ENSMUSG00000027358^ENSMUSG00000021796&ENSMUSG00000067336
BMP2_BMPR1B_ACVR2A,BMP,Bmp2,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893267,Secreted Signaling,Bmp2  - (Bmpr1b+Acvr2a),Bmp2,Bmpr1b&Acvr2a,ENSMUSG00000027358,ENSMUSG00000052430&ENSMUSG00000052155,Bmp2^Bmpr1b&Acvr2a,ENSMUSG00000027358^ENSMUSG00000052430&ENSMUSG00000052155
BMP2_BMPR1B_ACVR2B,BMP,Bmp2,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893268,Secreted Signaling,Bmp2  - (Bmpr1b+Acvr2b),Bmp2,Bmpr1b&Acvr2b,ENSMUSG00000027358,ENSMUSG00000052430&ENSMUSG00000061393,Bmp2^Bmpr1b&Acvr2b,ENSMUSG00000027358^ENSMUSG00000052430&ENSMUSG00000061393
BMP2_BMPR1B_BMPR2,BMP,Bmp2,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893269,Secreted Signaling,Bmp2  - (Bmpr1b+Bmpr2),Bmp2,Bmpr1b&Bmpr2,ENSMUSG00000027358,ENSMUSG00000052430&ENSMUSG00000067336,Bmp2^Bmpr1b&Bmpr2,ENSMUSG00000027358^ENSMUSG00000052430&ENSMUSG00000067336
BMP4_BMPR1A_ACVR2A,BMP,Bmp4,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893270,Secreted Signaling,Bmp4  - (Bmpr1a+Acvr2a),Bmp4,Bmpr1a&Acvr2a,ENSMUSG00000021835,ENSMUSG00000021796&ENSMUSG00000052155,Bmp4^Bmpr1a&Acvr2a,ENSMUSG00000021835^ENSMUSG00000021796&ENSMUSG00000052155
BMP4_BMPR1A_ACVR2B,BMP,Bmp4,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893271,Secreted Signaling,Bmp4  - (Bmpr1a+Acvr2b),Bmp4,Bmpr1a&Acvr2b,ENSMUSG00000021835,ENSMUSG00000021796&ENSMUSG00000061393,Bmp4^Bmpr1a&Acvr2b,ENSMUSG00000021835^ENSMUSG00000021796&ENSMUSG00000061393
BMP4_BMPR1A_BMPR2,BMP,Bmp4,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893272,Secreted Signaling,Bmp4  - (Bmpr1a+Bmpr2),Bmp4,Bmpr1a&Bmpr2,ENSMUSG00000021835,ENSMUSG00000021796&ENSMUSG00000067336,Bmp4^Bmpr1a&Bmpr2,ENSMUSG00000021835^ENSMUSG00000021796&ENSMUSG00000067336
BMP4_BMPR1B_ACVR2A,BMP,Bmp4,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893273,Secreted Signaling,Bmp4  - (Bmpr1b+Acvr2a),Bmp4,Bmpr1b&Acvr2a,ENSMUSG00000021835,ENSMUSG00000052430&ENSMUSG00000052155,Bmp4^Bmpr1b&Acvr2a,ENSMUSG00000021835^ENSMUSG00000052430&ENSMUSG00000052155
BMP4_BMPR1B_ACVR2B,BMP,Bmp4,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893274,Secreted Signaling,Bmp4  - (Bmpr1b+Acvr2b),Bmp4,Bmpr1b&Acvr2b,ENSMUSG00000021835,ENSMUSG00000052430&ENSMUSG00000061393,Bmp4^Bmpr1b&Acvr2b,ENSMUSG00000021835^ENSMUSG00000052430&ENSMUSG00000061393
BMP4_BMPR1B_BMPR2,BMP,Bmp4,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893275,Secreted Signaling,Bmp4  - (Bmpr1b+Bmpr2),Bmp4,Bmpr1b&Bmpr2,ENSMUSG00000021835,ENSMUSG00000052430&ENSMUSG00000067336,Bmp4^Bmpr1b&Bmpr2,ENSMUSG00000021835^ENSMUSG00000052430&ENSMUSG00000067336
GDF5_BMPR1A_ACVR2A,BMP,Gdf5,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893276,Secreted Signaling,Gdf5  - (Bmpr1a+Acvr2a),Gdf5,Bmpr1a&Acvr2a,ENSMUSG00000038259,ENSMUSG00000021796&ENSMUSG00000052155,Gdf5^Bmpr1a&Acvr2a,ENSMUSG00000038259^ENSMUSG00000021796&ENSMUSG00000052155
GDF5_BMPR1A_ACVR2B,BMP,Gdf5,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893277,Secreted Signaling,Gdf5  - (Bmpr1a+Acvr2b),Gdf5,Bmpr1a&Acvr2b,ENSMUSG00000038259,ENSMUSG00000021796&ENSMUSG00000061393,Gdf5^Bmpr1a&Acvr2b,ENSMUSG00000038259^ENSMUSG00000021796&ENSMUSG00000061393
GDF5_BMPR1A_BMPR2,BMP,Gdf5,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893278,Secreted Signaling,Gdf5  - (Bmpr1a+Bmpr2),Gdf5,Bmpr1a&Bmpr2,ENSMUSG00000038259,ENSMUSG00000021796&ENSMUSG00000067336,Gdf5^Bmpr1a&Bmpr2,ENSMUSG00000038259^ENSMUSG00000021796&ENSMUSG00000067336
GDF5_BMPR1B_ACVR2A,BMP,Gdf5,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893279,Secreted Signaling,Gdf5  - (Bmpr1b+Acvr2a),Gdf5,Bmpr1b&Acvr2a,ENSMUSG00000038259,ENSMUSG00000052430&ENSMUSG00000052155,Gdf5^Bmpr1b&Acvr2a,ENSMUSG00000038259^ENSMUSG00000052430&ENSMUSG00000052155
GDF5_BMPR1B_ACVR2B,BMP,Gdf5,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893280,Secreted Signaling,Gdf5  - (Bmpr1b+Acvr2b),Gdf5,Bmpr1b&Acvr2b,ENSMUSG00000038259,ENSMUSG00000052430&ENSMUSG00000061393,Gdf5^Bmpr1b&Acvr2b,ENSMUSG00000038259^ENSMUSG00000052430&ENSMUSG00000061393
GDF5_BMPR1B_BMPR2,BMP,Gdf5,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893281,Secreted Signaling,Gdf5  - (Bmpr1b+Bmpr2),Gdf5,Bmpr1b&Bmpr2,ENSMUSG00000038259,ENSMUSG00000052430&ENSMUSG00000067336,Gdf5^Bmpr1b&Bmpr2,ENSMUSG00000038259^ENSMUSG00000052430&ENSMUSG00000067336
GDF6_BMPR1A_ACVR2A,BMP,Gdf6,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893282,Secreted Signaling,Gdf6  - (Bmpr1a+Acvr2a),Gdf6,Bmpr1a&Acvr2a,ENSMUSG00000051279,ENSMUSG00000021796&ENSMUSG00000052155,Gdf6^Bmpr1a&Acvr2a,ENSMUSG00000051279^ENSMUSG00000021796&ENSMUSG00000052155
GDF6_BMPR1A_ACVR2B,BMP,Gdf6,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893283,Secreted Signaling,Gdf6  - (Bmpr1a+Acvr2b),Gdf6,Bmpr1a&Acvr2b,ENSMUSG00000051279,ENSMUSG00000021796&ENSMUSG00000061393,Gdf6^Bmpr1a&Acvr2b,ENSMUSG00000051279^ENSMUSG00000021796&ENSMUSG00000061393
GDF6_BMPR1A_BMPR2,BMP,Gdf6,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893284,Secreted Signaling,Gdf6  - (Bmpr1a+Bmpr2),Gdf6,Bmpr1a&Bmpr2,ENSMUSG00000051279,ENSMUSG00000021796&ENSMUSG00000067336,Gdf6^Bmpr1a&Bmpr2,ENSMUSG00000051279^ENSMUSG00000021796&ENSMUSG00000067336
GDF6_BMPR1B_ACVR2A,BMP,Gdf6,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893285,Secreted Signaling,Gdf6  - (Bmpr1b+Acvr2a),Gdf6,Bmpr1b&Acvr2a,ENSMUSG00000051279,ENSMUSG00000052430&ENSMUSG00000052155,Gdf6^Bmpr1b&Acvr2a,ENSMUSG00000051279^ENSMUSG00000052430&ENSMUSG00000052155
GDF6_BMPR1B_ACVR2B,BMP,Gdf6,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893286,Secreted Signaling,Gdf6  - (Bmpr1b+Acvr2b),Gdf6,Bmpr1b&Acvr2b,ENSMUSG00000051279,ENSMUSG00000052430&ENSMUSG00000061393,Gdf6^Bmpr1b&Acvr2b,ENSMUSG00000051279^ENSMUSG00000052430&ENSMUSG00000061393
GDF6_BMPR1B_BMPR2,BMP,Gdf6,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893287,Secreted Signaling,Gdf6  - (Bmpr1b+Bmpr2),Gdf6,Bmpr1b&Bmpr2,ENSMUSG00000051279,ENSMUSG00000052430&ENSMUSG00000067336,Gdf6^Bmpr1b&Bmpr2,ENSMUSG00000051279^ENSMUSG00000052430&ENSMUSG00000067336
GDF7_BMPR1A_ACVR2A,BMP,Gdf7,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893288,Secreted Signaling,Gdf7  - (Bmpr1a+Acvr2a),Gdf7,Bmpr1a&Acvr2a,ENSMUSG00000037660,ENSMUSG00000021796&ENSMUSG00000052155,Gdf7^Bmpr1a&Acvr2a,ENSMUSG00000037660^ENSMUSG00000021796&ENSMUSG00000052155
GDF7_BMPR1A_ACVR2B,BMP,Gdf7,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893289,Secreted Signaling,Gdf7  - (Bmpr1a+Acvr2b),Gdf7,Bmpr1a&Acvr2b,ENSMUSG00000037660,ENSMUSG00000021796&ENSMUSG00000061393,Gdf7^Bmpr1a&Acvr2b,ENSMUSG00000037660^ENSMUSG00000021796&ENSMUSG00000061393
GDF7_BMPR1A_BMPR2,BMP,Gdf7,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893290,Secreted Signaling,Gdf7  - (Bmpr1a+Bmpr2),Gdf7,Bmpr1a&Bmpr2,ENSMUSG00000037660,ENSMUSG00000021796&ENSMUSG00000067336,Gdf7^Bmpr1a&Bmpr2,ENSMUSG00000037660^ENSMUSG00000021796&ENSMUSG00000067336
GDF7_BMPR1B_ACVR2A,BMP,Gdf7,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893291,Secreted Signaling,Gdf7  - (Bmpr1b+Acvr2a),Gdf7,Bmpr1b&Acvr2a,ENSMUSG00000037660,ENSMUSG00000052430&ENSMUSG00000052155,Gdf7^Bmpr1b&Acvr2a,ENSMUSG00000037660^ENSMUSG00000052430&ENSMUSG00000052155
GDF7_BMPR1B_ACVR2B,BMP,Gdf7,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893292,Secreted Signaling,Gdf7  - (Bmpr1b+Acvr2b),Gdf7,Bmpr1b&Acvr2b,ENSMUSG00000037660,ENSMUSG00000052430&ENSMUSG00000061393,Gdf7^Bmpr1b&Acvr2b,ENSMUSG00000037660^ENSMUSG00000052430&ENSMUSG00000061393
GDF7_BMPR1B_BMPR2,BMP,Gdf7,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893293,Secreted Signaling,Gdf7  - (Bmpr1b+Bmpr2),Gdf7,Bmpr1b&Bmpr2,ENSMUSG00000037660,ENSMUSG00000052430&ENSMUSG00000067336,Gdf7^Bmpr1b&Bmpr2,ENSMUSG00000037660^ENSMUSG00000052430&ENSMUSG00000067336
BMP15_BMPR1B_BMPR2,BMP,Bmp15,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893294,Secreted Signaling,Bmp15  - (Bmpr1b+Bmpr2),Bmp15,Bmpr1b&Bmpr2,ENSMUSG00000023279,ENSMUSG00000052430&ENSMUSG00000067336,Bmp15^Bmpr1b&Bmpr2,ENSMUSG00000023279^ENSMUSG00000052430&ENSMUSG00000067336
BMP5_ACVR1_ACVR2A,BMP,Bmp5,ACVR1_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893295,Secreted Signaling,Bmp5  - (Acvr1+Acvr2a),Bmp5,Acvr1&Acvr2a,ENSMUSG00000032179,ENSMUSG00000026836&ENSMUSG00000052155,Bmp5^Acvr1&Acvr2a,ENSMUSG00000032179^ENSMUSG00000026836&ENSMUSG00000052155
BMP5_ACVR1_ACVR2B,BMP,Bmp5,ACVR1_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893296,Secreted Signaling,Bmp5  - (Acvr1+Acvr2b),Bmp5,Acvr1&Acvr2b,ENSMUSG00000032179,ENSMUSG00000026836&ENSMUSG00000061393,Bmp5^Acvr1&Acvr2b,ENSMUSG00000032179^ENSMUSG00000026836&ENSMUSG00000061393
BMP5_ACVR1_BMPR2,BMP,Bmp5,ACVR1_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893297,Secreted Signaling,Bmp5  - (Acvr1+Bmpr2),Bmp5,Acvr1&Bmpr2,ENSMUSG00000032179,ENSMUSG00000026836&ENSMUSG00000067336,Bmp5^Acvr1&Bmpr2,ENSMUSG00000032179^ENSMUSG00000026836&ENSMUSG00000067336
BMP5_BMPR1A_ACVR2A,BMP,Bmp5,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893298,Secreted Signaling,Bmp5  - (Bmpr1a+Acvr2a),Bmp5,Bmpr1a&Acvr2a,ENSMUSG00000032179,ENSMUSG00000021796&ENSMUSG00000052155,Bmp5^Bmpr1a&Acvr2a,ENSMUSG00000032179^ENSMUSG00000021796&ENSMUSG00000052155
BMP5_BMPR1A_ACVR2B,BMP,Bmp5,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893299,Secreted Signaling,Bmp5  - (Bmpr1a+Acvr2b),Bmp5,Bmpr1a&Acvr2b,ENSMUSG00000032179,ENSMUSG00000021796&ENSMUSG00000061393,Bmp5^Bmpr1a&Acvr2b,ENSMUSG00000032179^ENSMUSG00000021796&ENSMUSG00000061393
BMP5_BMPR1A_BMPR2,BMP,Bmp5,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893300,Secreted Signaling,Bmp5  - (Bmpr1a+Bmpr2),Bmp5,Bmpr1a&Bmpr2,ENSMUSG00000032179,ENSMUSG00000021796&ENSMUSG00000067336,Bmp5^Bmpr1a&Bmpr2,ENSMUSG00000032179^ENSMUSG00000021796&ENSMUSG00000067336
BMP5_BMPR1B_ACVR2A,BMP,Bmp5,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893301,Secreted Signaling,Bmp5  - (Bmpr1b+Acvr2a),Bmp5,Bmpr1b&Acvr2a,ENSMUSG00000032179,ENSMUSG00000052430&ENSMUSG00000052155,Bmp5^Bmpr1b&Acvr2a,ENSMUSG00000032179^ENSMUSG00000052430&ENSMUSG00000052155
BMP5_BMPR1B_ACVR2B,BMP,Bmp5,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893302,Secreted Signaling,Bmp5  - (Bmpr1b+Acvr2b),Bmp5,Bmpr1b&Acvr2b,ENSMUSG00000032179,ENSMUSG00000052430&ENSMUSG00000061393,Bmp5^Bmpr1b&Acvr2b,ENSMUSG00000032179^ENSMUSG00000052430&ENSMUSG00000061393
BMP5_BMPR1B_BMPR2,BMP,Bmp5,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893303,Secreted Signaling,Bmp5  - (Bmpr1b+Bmpr2),Bmp5,Bmpr1b&Bmpr2,ENSMUSG00000032179,ENSMUSG00000052430&ENSMUSG00000067336,Bmp5^Bmpr1b&Bmpr2,ENSMUSG00000032179^ENSMUSG00000052430&ENSMUSG00000067336
BMP6_ACVR1_ACVR2A,BMP,Bmp6,ACVR1_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893304,Secreted Signaling,Bmp6  - (Acvr1+Acvr2a),Bmp6,Acvr1&Acvr2a,ENSMUSG00000039004,ENSMUSG00000026836&ENSMUSG00000052155,Bmp6^Acvr1&Acvr2a,ENSMUSG00000039004^ENSMUSG00000026836&ENSMUSG00000052155
BMP6_ACVR1_ACVR2B,BMP,Bmp6,ACVR1_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893305,Secreted Signaling,Bmp6  - (Acvr1+Acvr2b),Bmp6,Acvr1&Acvr2b,ENSMUSG00000039004,ENSMUSG00000026836&ENSMUSG00000061393,Bmp6^Acvr1&Acvr2b,ENSMUSG00000039004^ENSMUSG00000026836&ENSMUSG00000061393
BMP6_ACVR1_BMPR2,BMP,Bmp6,ACVR1_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893306,Secreted Signaling,Bmp6  - (Acvr1+Bmpr2),Bmp6,Acvr1&Bmpr2,ENSMUSG00000039004,ENSMUSG00000026836&ENSMUSG00000067336,Bmp6^Acvr1&Bmpr2,ENSMUSG00000039004^ENSMUSG00000026836&ENSMUSG00000067336
BMP6_BMPR1A_ACVR2A,BMP,Bmp6,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893307,Secreted Signaling,Bmp6  - (Bmpr1a+Acvr2a),Bmp6,Bmpr1a&Acvr2a,ENSMUSG00000039004,ENSMUSG00000021796&ENSMUSG00000052155,Bmp6^Bmpr1a&Acvr2a,ENSMUSG00000039004^ENSMUSG00000021796&ENSMUSG00000052155
BMP6_BMPR1A_ACVR2B,BMP,Bmp6,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893308,Secreted Signaling,Bmp6  - (Bmpr1a+Acvr2b),Bmp6,Bmpr1a&Acvr2b,ENSMUSG00000039004,ENSMUSG00000021796&ENSMUSG00000061393,Bmp6^Bmpr1a&Acvr2b,ENSMUSG00000039004^ENSMUSG00000021796&ENSMUSG00000061393
BMP6_BMPR1A_BMPR2,BMP,Bmp6,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893309,Secreted Signaling,Bmp6  - (Bmpr1a+Bmpr2),Bmp6,Bmpr1a&Bmpr2,ENSMUSG00000039004,ENSMUSG00000021796&ENSMUSG00000067336,Bmp6^Bmpr1a&Bmpr2,ENSMUSG00000039004^ENSMUSG00000021796&ENSMUSG00000067336
BMP6_BMPR1B_ACVR2A,BMP,Bmp6,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893310,Secreted Signaling,Bmp6  - (Bmpr1b+Acvr2a),Bmp6,Bmpr1b&Acvr2a,ENSMUSG00000039004,ENSMUSG00000052430&ENSMUSG00000052155,Bmp6^Bmpr1b&Acvr2a,ENSMUSG00000039004^ENSMUSG00000052430&ENSMUSG00000052155
BMP6_BMPR1B_ACVR2B,BMP,Bmp6,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893311,Secreted Signaling,Bmp6  - (Bmpr1b+Acvr2b),Bmp6,Bmpr1b&Acvr2b,ENSMUSG00000039004,ENSMUSG00000052430&ENSMUSG00000061393,Bmp6^Bmpr1b&Acvr2b,ENSMUSG00000039004^ENSMUSG00000052430&ENSMUSG00000061393
